ticker,adf_stat,adf_pvalue,stazionaria_5pct,ljung_box_stat,ljung_box_pvalue,autocorrelata_5pct,media,std,skew,kurtosi
AAPL,-19.48854525628103,0.0,True,8.822387351233028,0.5490386784369102,False,0.00043787136423412663,0.01176413807027354,0.14385841868390717,1.2033390372121908
MSFT,-28.228293878292348,0.0,True,15.099161483967539,0.1284882139465055,False,0.00037521868245025063,0.012066854627516683,-0.029081358790537942,2.3347097796178775
NVDA,-27.93474770707011,0.0,True,8.315110414258369,0.5980870726794693,False,0.00022990416470642996,0.011776115265224193,-0.09070789792094248,1.2766903357347466
JPM,-19.465430172446762,0.0,True,11.220241082080811,0.34061869437551295,False,0.0002085723299064684,0.010843010939225857,-0.14389989302130748,1.5011451569713707
BAC,-28.132489323613548,0.0,True,11.79638485339578,0.2989148683160514,False,0.00010478104485830922,0.011627117635290904,-0.2736190758394675,2.057232220014464
GS,-27.139418560115477,0.0,True,13.448673189032563,0.199656129150766,False,0.0002872181107135189,0.011363725771316257,0.19681480825270722,1.1101539561095728
XOM,-15.958667021033683,7.219756353744827e-29,True,15.525581481899197,0.11404252166778577,False,-0.0005667145827748124,0.01086042557871793,0.004626256009724222,2.171687653578591
CVX,-28.30617200329066,0.0,True,16.082925340345845,0.09728304667642225,False,-0.0001333713602409708,0.010336474663789936,-0.20798982773953545,1.174040543546846
JNJ,-15.325647810828972,4.008849053274866e-28,True,31.31101625399441,0.0005211920264984576,True,0.00020819795591563685,0.010579603571133156,-0.19200826509875213,1.350621637525324
PFE,-12.400886161502871,4.5636862466933776e-23,True,36.44144786184712,7.066655337848128e-05,True,0.0005485036319481516,0.009938830999049469,0.14413343869786432,3.2138775046899757
AMZN,-28.12081500873227,0.0,True,12.005552058518585,0.28468509345279946,False,4.4395943712602134e-05,0.0075205922926509985,-0.15242365561316093,1.7974706307370147
TSLA,-16.19531756969455,4.1301727820206404e-29,True,17.340893629492278,0.06715306601441128,False,0.0004399790890923286,0.011561941809666229,0.11045699531301904,0.9779171783030063
PG,-6.940669681209127,1.0270844723684778e-09,True,22.334353175710874,0.013488997856921479,True,0.0002708130631528145,0.013948988976814387,-0.12124561849059796,3.4496511564297747
KO,-11.810518489170816,8.883450119377396e-22,True,32.76944027663488,0.0002977784078063576,True,0.00032538741944316565,0.014403849084939394,-0.6408962302141241,7.324908643678851
BA,-7.889128988242392,4.485551264110425e-12,True,15.191824133176176,0.12522322970748984,False,0.0008937745222697192,0.008011088862773427,0.26765452206726514,1.7161639194805054
CAT,-6.7084927035491555,3.732225745951462e-09,True,69.61010008977411,5.272665921857582e-11,True,-0.0005059027649186191,0.01361100495444448,-1.0800247447187208,9.384666398502057
SAP,-16.464147124087173,2.3152936942896975e-29,True,9.10722317268838,0.5219588895713398,False,0.00036694888505984705,0.010702826813339224,-0.02467881804945186,2.1227020227780637
ASML,-15.750946964828875,1.2235391681973421e-28,True,48.11963222917266,5.902187371899648e-07,True,0.0006584342795793975,0.009877956753323671,0.12958108569059862,1.5249101812295787
